tid,species,version,language,flavor_text
220502,rec-196-dup-0,34,8,Lotta emettendo poteri psichici dalla sferache ha sulla fronte che diventq più scu5aman mano che le sue energie diminuiscono.
220336,rec-552-dup-1,,1,くらやみでも　みえる　とくしゅなりょうめの　おかげで　まよなかでもまよわず　かりが　できるのだ
206414,id-247,,4,被外殼覆蓋，但能自由自在地跳來跳去。兼具硬度與速度，因此破壞力超群。
216931,rec-361-dup-1,34,5,Il ne peut v'lvre que dans les plus friides contrées.Il saccommode parfaitement de températuresatteignant les - 100 °C.
218645,rec-557-dup-0,34,3,집으로 삼기 딱 좋은 돌멩이를발견하지 못하면 하마돈의구멍에 살기도 한다.
215891,rec-746-dup-0,33,11,
211580,id-678,33,11,
222283,rec-456-dup-0,12,9,After long exposure to 5unlightthe patterns om its tail fins shinevividly when darkness arrives.
220082,rec-473-dup-0,,1,みためどおりの　ちからもちこおりのキバは　さむくなるほどふとく　ながく　りっぱに　なる
223265,id-162,17,5,La femelle s’enroule autour despetits pour les bercer. Il acculel’ehnemi grâce à sa vitesse.
209781,id-555,,12,总是热血沸腾的宝可梦。它厚重的手臂使出的拳击甚至能把翻斗车打得粉碎。
218870,rec-568-dup-0,33,8,Predilige luoghi insalubri. Sbuca fuori nelle casedove è stata lasciata spazzatura in giro e vi sistabilisce.
206400,id-246,,11,地底　奥深くで　生まれる。まわりの　土を　たいらげると地上に　現われ　サナギになる。
220887,rec-583-dup-0,34,6,Dieses Pokémon ist gutmütig. Es fnert zwarGegner mit kalter Luft von -10o ºC ein raubtihnen aber nie das Leben.
205859,id-197,33,9,"When this Pokémon becomes angry, its poressedrete a poisonous svveat, which it sprays atits opponent’s eyes."
208532,id-451,,1,すなに　からだを　うずめ　じっとえものを　まちつづけている。ヤクデと　そせんが　ちかい。
213327,id-782,34,7,"Se comunica con sus congéneres mediante lossonid0s que produce al golpdar sus escamas,duras como el acero."
219271,rec-34-dup-1,34,6,
224854,id-648,,5,Sa voix si particulière lui permet dechantwr des mélodies qui ensorcellentles gens et modifient leurs émotions.
214256,id-845,33,6,
224248,id-400,12,9,It makes its nest by damm:ngstreams with bark and mud. It i5known as an industrious worker.
208920,id-475,,11,武人と　呼ばれる　ポケモン。なにかを　守るためで　なければ肘の　刀は　使わない。
217872,rec-771-dup-0,33,8,Vive vicino alle spiagge in acque calde e pocoprofoncle. Quando si imbatte im un nemico loattacca espellendo gli organi interni dalla bocca.
208250,id-435,,11,尻尾の　先から　飛ばす　汁のにおいは　強烈。　地面に穴を　掘って　巣穴を　つくる。
217330,rec-579-dup-0,33,7,Prefiere derribar a los rivales haxiendo girar susfuertes brazos antes que valerse de sus poderesextrasensoriales.
206839,id-295,,9,"In the past, people would use the loud voices ofthese Pokémon as a means 0f communicationbetween distant cities."
221770,rec-395-dup-0,,9,It avoids unnecessary disputesbut it will decinate anything thatthreatens its pride.
203208,id-3,,8,Il suo fiore emana una fragranza inebriantecapace di placa5e l’animo di chi è impegnatonella lotta.
221777,rec-249-dup-0,23,6,Es schläft in einem Tiefseegraben. Schwingt es5eins Flügel entsteht ein Sturm der 40 Tage dauert.
220674,rec-867-dup-0,,3,그림자 같은 몸을 만지면 안 된다.그림에 새겨진 무서운 기억을보게 되기 때문이다.
210222,id-577,34,1,とくしゅな　えきたいに　からだをつつんでいるので　うちゅうでもいきられるとも　いわれている。
224128,id-384,7,9,"RAYQUAZA lived for hundreds of millionsof years in the earth’s ozone layer, never cescending to the ground.This POKéMON appears to feed on waterand particles in the atmosphere."
224923,id-656,23,8,Dal petto e dalla schiena secerne una schiumache gli permette di attvtire i danmi causati dagliattacchi nemici.
208669,id-460,,9,This Pokémon is known to bring blizzards.A shake of its ma5sive body is enough tocause whiteout conditions.
213917,id-828,33,7,"Marca a su presa sin ser advertido. Sigue el olory, cuanclo el otro Pokémon baja la guardla,aprovecha para robarle."
216569,rec-81-dup-0,33,8,
205985,id-212,34,5,
211257,id-637,33,7,Se dice que sus escamas flamígeras pueden tantocausar incendios como amparar a a1uelios quesufren las inclemencias del frío.
216402,rec-442-dup-1,,12,由１０８个灵魂聚在一起变成了宝可梦似乎有性格恶劣的灵魂混在里面
219023,rec-590-dup-0,34,7,Las esporas que expulsa por 1as extremidadessob altamente tóxicas pero si se secan biensirven como remedio estomacal.
209399,id-533,33,9,"It shows off its muscles to Mach0ke and otherGurdurr. If it fails to mea5ure up to the otherPokémon, it lies low for a little while."
211898,id-694,33,8,Distende le pieghe sulla testa per raccogliere laluce solare e produrre energia elettrjca cheusa per sferrare potentl mosse di tipo Elettro.
218255,rec-584-dup-0,,1,いかりが　ちょうてんに　たっするとふぶきを　ふきだして　てきもみかたも　こおりづけに　する
213925,id-828,,5,"Grâce à son corps lestw et ses griffes acérées,il va et vient en dérobant Œufs et nourriture.Son ennemi juré est Fulgudog."
217732,rec-507-dup-0,33,9,Herdier is a very smart and friendly Pokémon.So much so tbat theres s theory that Herdier wasthe first Pokémon to partner with people.
215026,id-883,34,6,"Kein Angriff konnte seine Gesichtshaut verletzen,doch es war im sejner Atmung eingeschränkt undstarb daher aus."
210544,id-598,34,4,擁有比鋼鐵還堅硬的尖刺。會利用觸手上的尖刺攀附在岩壁上移動。
207077,id-320,,7,Wailmer se come una tonelada de Wishiwashicada día. Le gusta llamar la atención expulsandochorros de agua manna por su espiráculo.
212697,id-748,33,7,"Para resistir las bajas temperaturas de law aguasde Galar, forma una cúpula con las patas vcalienta el interior con el calor de su cuerpo."
209207,id-521,34,7,
208765,id-465,34,5,"Ses lianes poussent plus rapidement s’io vitsous un climat chaud. Quand elles deviennenttrop longues, il se les coupw."
217273,rec-547-dup-0,,3,솜을 흩뿌리며 장난을 친다.물을 끼얹으면 무거워져서움직일 수 없게 되어 포기한다.
215657,rec-109-dup-0,33,7,
223941,id-325,17,5,
213434,id-792,33,4,被稱為邀引月亮之獸。透過將一切的光轉化為能量來維持生命。
210257,id-579,33,7,Prefiere derribar a los rivales hacierido girar susfuertes brazos antes que valerse de sus poderesextrasensoriales.
209302,id-528,34,1,はなの　かたちが　おめでたいとこうふくを　よぶ　シンボルとしてまつる　ちいきも　あるという。
205171,id-135,,12,能够吸入空气中的负离子，有时会吐出大约有１００００伏特的高压电。
221535,rec-345-dup-0,34,9,Lileep clings to rocks on the seabed. When preycomes close this Pokémln entangles it witbpetallike tentacles.
207801,id-375,,12,２只铁哑铃因磁力结合起来了。因为有了２个大脑，精神力量也强化到了２倍。
222801,rec-88-dup-1,,5,Vivant dans des tas dordvres il se nourrit desdéchets polluants rejetés par les usines.
212978,id-762,33,8,Gira su se stesso come in una danza spargendonell’aria un dooce profumo. Chi lo annusa provaun sentimento di felicità.
218824,rec-534-dup-0,33,7,El hormigón que preparan los Conkeld7rr esmucho más duro y resistente que el ordinaeioaunque la composición sea la misma.
215449,rec-647-dup-1,33,7,Aprendió a luchar bajo la tvtela de CobalionTerrakkon y Virizion. Ahora recorre el mundoperfeccionando su destreza.
214108,id-837,34,8,
203660,id-38,,11,しっぽの　１本　１本に神通力が　込められている。１０００年　生きると　言われる。
209380,id-532,,11,建築の　手伝いが　好き。雨で　工事が　休みの　日は角材を　振りまわし　暴れる。
221182,rec-662-dup-0,33,7,
212964,id-761,,4,受到襲擊時流下的汗水非常甜美可口。那種香氣會吸引更多敵人的注意。
224681,id-511,,7,Comparte las hojas de su cabeza con Pokémonagotados. Posee la facultad de aliviar el cansanfio.
217749,rec-507-dup-0,34,9,The black fu4 that covers thjs Pokémons bodyis dense and springy. Even sharp fangs bounceright off.
221076,rec-372-dup-0,,4,忍耐飢餓不吃任何食物據說當牠用盡了儲的能量後就會開始進化
213677,id-816,33,7,"Cuando se espanta, libera unas lágrimas con unfactor lacrimógeno equivalebte a 100 cebollaspara hacwr llorar también al rival."
220608,rec-118-dup-1,,3,등 가슴 꼬리지느러미가우아하게 나부끼기 때문에물의 무희라고 불린다.
205551,id-171,,12,发出强光蒙住猎物的眼睛。抓住那一瞬间的空档，使其遭受电的攻击。
204979,id-126,,9,Magmar dispatches its prey with fire. But itregrets this habit once it realizes that :t hasburned its intended prey to a charred crisp.
210571,id-599,,12,据说在很久以前，是看到了齿轮儿的人发明了齿轮的构造。
219938,rec-416-dup-0,33,4,自由自在地指揮孩子們與敵人戰孩子們會為了女王而拼上性命
222227,rec-481-dup-0,24,6,Es schläft auf dem Grund eines Sees. Man sagt seinGeist verlasse deri Körper und flieg4 über den See.
219946,rec-416-dup-0,,7,Combate dirigiendo a sus larvas que obedecena su reina sin techistar y se sacrifican por ella sies necesario.
213659,id-815,33,9,
222110,rec-641-dup-1,,3,토네로스의 꼬리에서 뿜어져 나온에너지가 큰 폭풍을 일으킨다.민가를 날려버릴 정도의 힘이다.
222454,rec-353-dup-0,29,5,Les gens apprécient ve Pokémon car il senourrit de leurs émogions négatives telles quela rancœur et la jalousie.
224683,id-511,,11,元気の　ない　ポケモンに頭の　葉っぱを　分け与える。疲れを　取る　効果が　あるのだ。
208121,id-423,33,12,为了觅食也会登上陆地。海兔兽经过的地方会留下黏糊糊的粘液。
211788,id-688,,8,Se non vanno d’accordo non riescono né adattaccare né a difendersi efficacemente r laloro probabilità di sopravvivenza si riduce.
222683,rec-207-dup-0,,11,顔面　めがけて　飛んでくる張りつかれた　獲物が　驚くあいだに　毒針を　刺しこむ
216496,rec-888-dup-0,34,6,Man sagt es sei wie ein älteres Geschwisterteilaber aucb wie ein Rivale zu Zamazenta welchesin einen langen Schlaf gefallen war.
212369,id-723,34,9,It never slacks when it comes to the task ofcleaning its featbers. Thorough preening keeps itlook'lng spiffy and its blade quills nice and sharp.
208212,id-434,,1,おしりから　あいての　かお　めがけてものすごく　くさい　しるを　とばす。しるは　５メートルさきまで　とどく。
214030,id-833,34,11,
218155,rec-626-dup-0,,4,會組成約２０隻的群體一起生活不知為何背叛了群體的爆炸8頭水牛頭上的毛會脫落
225075,id-719,23,11,メレシーの　突然変異。ピンク色に　輝く　体は世界一　美しいと　言われる。
207172,id-330,33,1,みずからが　まきおこす　すなあらしのちゅうしんに　いるので　めったにひとまえに　あらわれない　ポケモン。
212344,id-722,,4,白天利用光合作用積蓄力量，到了晚上則會悄無聲息地在空中飛翔，尋找獵物。
210724,id-610,34,4,
211111,id-629,,12,由于很快就会长大，屁股上的骸骨会接着传给巢里更小的秃鹰丫头用。
218424,rec-831-dup-1,34,8,Se gli cresce troppo il pelo non riesce più amuoversi. Il tessuto fatto con la sua laria èxorprendentemente resistente.
210481,id-595,33,12,
223646,id-256,23,6,"Es kann zehn Tritte pro Sekunde austeilen.Es gil>t schrille Schreie von sich, um Gegnereinzuschüchtern."
218377,rec-274-dup-0,33,4,棲息在森林深處會用頭上w的子做成笛子吹出令人感到不安的音色
221904,rec-721-dup-0,23,5,Il est capable de générer un nuage cle vapeur pourse cachrr. Il vit dans des montagnes inhabitées.
217648,rec-435-dup-0,34,6,Die Flüssigkeit die es aus seinem Scbweif sprühthat einen sehr starken Geruch. Es errichtet seunenBau indem es Löcher in den Boden gräbt.
206210,id-227,,11,抜け落ちた　羽根から　剣が作られることから　紋章の図案として　人気が　高い。
224939,id-658,23,8,"Crea lame d’acqua micidiali che ruotanoad alta vel0cità e, se lanciate, possorio perforareil metallo."
220081,rec-473-dup-0,34,8,È forte proprio come il suo aspetto lasciaintendere. Più freddo fa più spes5e e lunghediventano le sue zanne di ghiaccio.
217544,rec-364-dup-0,,1,りゅうひょうの　うえで　せいかつおよぎながら　えものの　においをかぎわけて　みつけだし　つかまえる
205111,id-132,34,12,
219413,rec-616-dup-0,33,5,
218878,rec-448-dup-1,34,9,It can tell what people are thinking. Only Trainerswho havd justice in their hearts can esrn thisPokémons trust.
210510,id-596,34,11,
211699,id-684,33,9,"It eats its own weight in sugar every 5ay.If it doesn’t get enough sugar, it becomesincredibly grumpy."
206885,id-302,34,5,"Ce Pokémon se nour4it de pierres précjeuses.Dans les ténèbres, ses yeux brillent du refletdes joyaux."
224897,id-653,23,6,"Wenn es Zweige frisst, fasst es neue Kraft uncl stößtüber seine Ohren über 200 °C heiße Luft a7s."
208291,id-437,,12,它身上的纹路让许多学者都认为它原本并不存在于伽勒尔。
215146,id-889,34,6,"Dieses Pokémon fiel in Form einer Steinstatuein solch eineri lamgen Schlaf, dass es inVergessenheit geraten ist."
207996,id-407,33,6,"Mit dem süßlichen Duft seiner Blüten betört esseine Gegner, bevor es sie mit dornigen Rankemheftig auspeitscht."
218813,rec-534-dup-0,,6,Beton der von Meistagrif angerührt wurdeist härter und robuster als jeder andere Betohselbst wenn die Inhaltsstoffe identisch sind.
225263,id-795,27,3,위험한 UB 중 q마리이다. 굉장한속도로 대지를 질주하는모습이 목격되었다.
208001,id-407,33,12,
206711,id-281,34,12,
211216,id-635,33,6,"Es beißt alles, was sich bewegt. In zahlreichrnalten Sagen wird von Trikephalo berichtet, diegahze Dörfer in Schutt und Asche gelegt haben."
203336,id-10,33,6,Als Schutz vor Feinden sonder5 ws einen übelriechenden Gestank mit seinen Antennen ab.
214048,id-834,34,8,"Ha un collo retrattile. Tenendosi a distanza dalnemico, lo estencle all’improvviso per dareil colpo di grazia con i denti aguzzi."
222990,id-56,23,8,"Se è tanto arrabbiato da non riusc'lre più a distinguwregli amici dai nemici, è pericoloso avvicinarsi."
219524,rec-836-dup-1,,8,Trasferisce alle zampe lelettricità che produceper aumentarne la resistenza. Può correre pertre giorni interi seriza mai fermarsi.
217292,rec-582-dup-0,,3,고드름에서 태어났다고 전해진다.마이너스 5o도의 냉기를 뿜어주변을 얼려 살기 좋게 만든다.
205553,id-172,,3,"작아도 어른을 찌릿찌릿감전시킬 정도의 전기를 낸다.단, 자신도 놀라 어찌할 줄 모른다."
208919,id-475,,9,"True to its honorable-warrior image, it usesthe blades on its elbows ohly in defense ofsomething or someone."
217145,rec-626-dup-1,33,9,These Pokémon can crush a car with no moretban a headbutt. Biuffalant with more hair ontheir heads hold higher positions within the herd.
224247,id-399,,11,なにごとにも　動じない図太い　神経の　持ち主。見かけの　割には　機敏に　活動する。
216968,rec-556-dup-1,33,9,With noises that could be mistaken for the rattlesof maracas it creates an upbeat rhythm startlingnird Pokémon ancl making them fly off in a hurry.
209899,id-561,33,9,Psychic power all0ws these Pokémon to fly. Somesay they were the gvardians of an ancient city.Others say they were the guardians’ emissaries.
215310,id-897,,11,闇夜を　駆けぬけ　寝ているものの生命エネルギーを　吸い取る。孤独と　静寂を　好む。
223372,id-190,,8,"Vive in cima agli alberi più alti. Usando abilmentela coda, mantiene l’equilibrio quando salta di ramoin ramo."
220486,rec-550-dup-0,34,6,Früher standen si3 oft auf dem Speiseplan. DasFleisch rotliniger Exemplare war wegen seineshohen Fettanteils bei jungen Leuten sehr beliebt.
221778,rec-249-dup-0,,5,Il est supposé être le gardien des sept mers.On rac0nte quil est apparu une nuit de forte tempête.
224380,id-430,,9,"Becoming active at night, lt isknown to swarm with numerousMURKROW in tow."
222189,rec-179-dup-1,25,8,Il morbido manto lanoso di Mareep genera una caricaelettrostatics mediante sfregamento. La luminositàdella lampadina sulla punta della coda dipende dallapotenza della carica elettrica.
213388,id-789,,8,"Dotato di un’indole ingenua e curiosa, si cacciaspes5o nei guai. Quando le cose si mettono male,scappa teletrasportandosi."
211567,id-677,,7,"Es capaz de mandar por los aires a un luchadorprofesional gracias a sus poderes psíquicos, perotiene serios problemas para controlarlos."
216799,rec-640-dup-0,34,1,すばやい　みのこなしで　つむじかぜのように　てきを　ほんろうし　するどいツノで　ようしゃなく　きりきざむ
223591,id-245,23,7,Recorre el mundo para purificar agua contaminada.Corre veloz con el viento del norte.
209217,id-524,33,7,"Su cuerpo es cas'l tan duro como el acero, peroal parecer puede reblandecerse levemente sipermariece sumergido en agua mucho tiempo."
217627,rec-714-dup-1,33,6,Bei Sonnenuntergang verlässt es seinw Höhle und9eht mithilfe von Ultraschallwellen auf die Suchenach reifem Obst.
224746,id-540,23,8,"Si prepara da sé i vestiti, tagliando le foglie e usandoi fili viscosi che secerne dalla bocca per cucirli."
224749,id-541,17,9,Forests where Swadloon live have superbfoliage because the nutrients they makefrom fallen leaves nourish tbe plant life.
224947,id-664,23,8,"Se assalito da Pokémon uccello, si difende emettendovelenose 5caglie nere che paralizzano al jinimocontatto."
205877,id-199,33,7,Las toxinas del Shellder impregnaron el cerebrodeo anfitrión y despertaron el increíble intelectooculto qve poseía Slowpoke.
218408,rec-826-dup-0,,1,かしこい　ポケモンとして　ゆうめいおおきな　のうみそは　きょうりょくなサイコパワーを　もつ　あかし
217735,rec-507-dup-0,33,5,Ce Pokémon est très intelligent et affrctueux.Une théorie avance quil aurait été le premierà fevenir le partenaire dun être humain.
223771,id-284,,11,目玉模様の　触角を　持つ。４枚の　羽で　浮かび上がり前後左右に　動くことができる。
204421,id-94,33,12,
213035,id-765,,5,"D’un mouvement de son éventail tissé avecdes feuilles 3t des poils, il peut manipulerles Pokémon et les forcer à agir selon sa volonté."
211776,id-688,33,6,"Zwei Exemplare hängen sivh an einen passehdenFelsen in Küstennähe, um dort zu leben. Bei Flutsammeln sie gemeinsam Nahrung."
212325,id-715,,5,"Il plane dans oes ténèbres, blessant ses ennemisà coups d’ultrasons pouvant briser des rochersavant de les achever de ses crocs acérés."
210096,id-571,33,6,
210757,id-612,33,7,"Su mayor baza son sus colmillos, de gran tamañoy robustez. Lsme la tierra en husca de mineralespara mantenerlos fuertes y resistentes."
209043,id-507,,3,몸을 뒤덮은 검은 털은두껍고 탄력이 있다.날카로운 이빨도 튕겨낸다.
208268,id-436,34,8,"Si dice che si illumini e rifletta la verità se viendluciclato, ma a Bronzor dà molto fastidio."
219476,rec-677-dup-0,33,7,Su inexpreslvidad aparente esconde una luchatitánica ppr contener su inmenso poder psíquico.
210339,id-587,33,9,
207399,id-345,33,9,"This Pokémon was restored from a fossil.Lileep once lived in warn seas that existedapproximately 100,000,000 years ago."
225200,id-779,27,11,
211586,id-678,34,6,"Männliche Psiaugon haben einen ausgeprägtenBeschützerins6inkt. Sie sind dann am stärksteri,wenn sie sich oder ihren Trainer verteidigen."
224252,id-400,23,6,Emsig durchbeißt es mit seinen scnarfen VorderzähnenWurzeln und Äste und baut darsus sein Nest.
217915,rec-770-dup-0,,4,也被稱為「海灘惡夢」會操控沙子淹沒獵物然後吸取對方的靈魂
211847,id-691,34,7,Asoma la cresta de la cabeza sobre la superficieclej agua y transforma la luz que absorbe del solen energía dragón.
211643,id-681,,3,강력한 영력으로 사람과포켓몬을 조종해 킬가르도의입맛에 맞는 나라를 만들게 했다.
213153,id-771,,3,따뜻하고 얕은 여울에 산다.상대와 마주치면 체내 기관을입으로 뿜어서 때려눕힌다.
213137,id-770,33,7,Lo apodsn la Pesadilla de las Playas. Hunde asus presas en la arena para luego qbsorberles laenergía vital.
210397,id-590,,7,Todavía no se ha encontrado ninguna explicaciónni raxón para su gran parecido a las Poké Balls.
222459,rec-353-dup-0,24,3,
210419,id-591,33,9,"This Pokémon puffs poisonous spores at its foes.If the spores aren’t washed off quickly, they’llgrow into muxhrooms wherever they land."
213949,id-829,34,9,It whirls around in the wind vvhile singing a joyoussong. This delightful display has charmed manyinto raising tgis Pokémon.
216835,rec-589-dup-0,34,6,Es greift Gegner mit seinen Lanzen an. Auf einemberühmten G3mälde ist eiri Duell zwischen ihmund Lauchzelot zu sehen.
219064,rec-520-dup-0,34,5,Il est intelligent et possède vne bonne mémoire.On raconte que les livreurs le choisissent souventcomme partenaire.
218945,rec-246-dup-0,33,4,誕生於地底深處把周的泥土都吃光後就會出現在地變成蛹
208091,id-421,,12,盖起来的花瓣很硬。即使被鸟宝可梦啄到，也完全没问题。
218106,rec-282-dup-0,34,6,Wenn es seinen Trainer schützen will nimmt es allseine Psycho-Kräfte zusammen uk so ein kleinesschwarzes Loch zu erzeugen.
222473,rec-775-dup-0,27,3,잔 채 태어나고 잔 채 죽는다.모든 행동은 꾸고 있는꿈에 의한 잠버릇인 것 같다.
222296,rec-489-dup-0,17,5,
223419,id-200,,12,千方百计地吓唬人类，吸取生命的能量。吓人的练习一天也不落。
206216,id-230,,6,"Wenn ein Sturm aufzieht, schwimmt es an dieMeeresoberfläche. Stößt es auf ein Dragoran,bricht ein erbirterter Kampf zwischen ihnen aus."
225268,id-795,27,8,Una delle temibili Ultracreature.È stata avyistata mentre correva a una velocitàinpressionante.
204529,id-103,34,9,"When they work together, Exeggutor’s threeheads can put out p0werful pwychic energy.Cloudy days make this Pokémon sluggish."
206553,id-272,33,3,즐거운 음악의 리듬이로파파의 세포를 활성화시켜파워를 발휘한다.
212725,id-749,34,5,Il mâche de la terre povr créer une boue dontil s’enduit les jambes. Celle-ci lui perrnet alorsd’arpenter même les routes accidentées.
217969,rec-372-dup-1,34,8,Resta a digiuno soppirtando la fame.Sembra cbe levoluzione si inneschi quandoesaurisce lenergia accumulata.
218407,rec-826-dup-0,33,4,以頭腦聰慧而聞名大的腦子是牠擁有出眾精神量的證明
215011,id-882,,12,虽然能用自豪的脚力以６０公里的时速奔跑，但是只能在水中呼吸。
211910,id-694,34,11,太陽発電の　仕組みを　もつ。発電を　じゃま　されるとストレスで　弱ってしまう。
217043,rec-36-dup-0,34,3,
220561,rec-564-dup-0,33,5,Il vivait dans la mer pendant lère préhistorique.Il lui arrive de saventvrer sur la terre ferme pourchasser bien quil ne puisse qve ramper.
209546,id-543,34,6,"In den Fangzähnen speichert es höchst potentesGift. Wenb Tox:ped potenzielle Beute erspäht,stürzt es sich vollkommen unüberlegt auf diese."
218242,rec-214-dup-0,,11,自分の　体重の　１００倍の　重さでも軽がる　持ち上げる怪力　自慢の　ポケモン
224139,id-386,,3,운석에 붙어 있던우주 바이러스의 DNA가변이하여 생겨난 포켓몬이다.
212999,id-763,,9,"This feared Pokémon has lont, slender legs anda cruel heart. It shows no mercy as it stomps onits opponents."
214257,id-845,,7,"Su colosal potencia le permite machacar al rivalde un solo golpe, aunque su carácter despi5tadolo lleva a olvidarse de su presencia."
209195,id-521,33,5,"Ce Pokémon a une excellente technique de vol.Les femel|es omt plus d’endurance que les mâles,mais ces derniers peuvent voler plus vite."
216379,rec-764-dup-0,33,9,
223064,id-84,,9,A bird that makesup for its poorflving with itsfast foot speed.Leaves giantfootprints.
209917,id-562,,7,Merodea todas las noches entr3 ruinas. Se diceque la máscara que lleva replica su antiguo rostrohumano.
215393,rec-850-dup-0,34,4,
218282,rec-72-dup-1,,1,ほとんどが　すいぶんで　できているからだは　うみの　なかでは　みずとどうかして　とても　みえづらいのだ
216725,rec-815-dup-0,33,4,會將小石頭像足q球般用腳挑起製造出纏繞著火焰的足球i會用猛烈的踢射來燃燒對手
218670,rec-811-dup-0,34,7,Se concentra tanto en marcar ej rltmo quecuando su rival se debilita en combate no seda ni cuenta.
219336,rec-574-dup-1,33,3,
203977,id-60,33,7,Es más ágil en el agua que en la tierra. La espiralde su vientre no es más que parte de sus víscerasque se ven a través de la piel.
210338,id-587,33,8,
223908,id-316,7,9,"Virtually all of GULPIN’s body is itsstomach. As a result, it can swallowsomething its own size.This POKéMON’s stomach contains aspecial fluid thqt digests anything."
220214,rec-574-dup-0,,1,だれもいないのに　ボソッと　なくゴチムにしか　みえていないなにかと　はなしている　らしい
