tid,species,version,language,flavor_text
208964,id-478,,4,會吐出零下５０度的冷氣凍住獵物，並把牠們帶回自己的巢穴，整齊地擺成一排。
212970,id-761,34,11,襲われた　ときに　流す　汗は甘くて　美味しい。　その　香りがさらに　敵を　増やしてしまうのだ。
204700,id-112,33,11,進化して　後ろ足だけで立つようになった。　ツノで　突くと岩石にも　穴を　開けてしまう。
220093,rec-835-dup-1,,7,Al correr genera electricidad por 1a base de lacola. Es muy popular entre los pastores de Galar.
205403,id-147,,3,오랫동안 환상이라고 불렸다.이마에 있는 작은 돌기는성장하고 있는 뿔이다.
207873,id-379,33,3,
221942,rec-101-dup-0,23,7,Explotan a la mínima. Por eso se les tiene muchomiedo. Est0s Pokémon feciben el mote de Bomba Ball.
205554,id-172,,4,身形小巧，卻能夠釋放出足以讓成年人麻痺的電擊，但是連牠自己也會嚇一跳。
207188,id-330,34,8,"Viene chiamato anche “spirito del deserto”,poiché il suono del suo battoto d’alu ricordaun bellissimo canto di donna."
219061,rec-520-dup-0,34,9,
220148,rec-866-dup-1,33,12,踢踏舞的达人会挥动手中的冰杖向观众演轻快的舞步
222567,rec-252-dup-0,,6,Es klettert blitzschnell Wände empor. Mit seinemSchwanz misst es die Luftfejchtigkeit um dasWetter am nächsten Tag vorherzusagen.
220146,rec-866-dup-1,33,1,
213807,id-822,34,7,"Tras haber librado combates muy duros, hadesarrollado la hsbilidad de determinar conprecisión la fuerza de su adversario."
215527,rec-544-dup-0,34,5,Il se protège avec sa solide carapace et ses épinesempoisonnées tandis quil rassemble lénergienécessaire à son évolution.
218920,rec-3-dup-1,34,5,
218924,rec-3-dup-1,34,9,A bewitching aroma wafts from its flower.The fragrance becalms those engagedin a battle.
218146,rec-621-dup-0,,3,토굴에 산다. 몸이 차가워지면움직이지 못하기 때문에일광욕을 거르지 않는다.
204317,id-83,33,7,"Blande el puerro que sujeta con un ala como si setratase de vna espada para rebanar a su rival. Encaso de necesidad, se lo come para nutrirse."
209607,id-546,34,7,"Combinando los algodomes de los Cottonee yEldegoss se obtiene una tela exquisita, que vsanlas marcas más exclusivas."
224621,id-499,17,9,"When its internal fire flares up, itsm0vements grow sharper and gaster.When in trouble, it emits smoke."
219962,rec-310-dup-0,34,5,Ce Pokémon évite de se m0ntrer aux humains.On raconte 4uil fait son nid aux endroitsoù la foudre sest abattue.
213202,id-773,,1,ほんらいの　ちからを　ときはなつさいごの　ファクターは　しんらいするトレーナーとの　きずな　だった。
218818,rec-534-dup-0,33,3,같은 성분이라도 노보청이배합한 콘크리트가훨씬 견고하고 튼튼하다.
208162,id-426,34,1,
217210,rec-79-dup-0,34,6,Tajcht es seine Rute ins Wasser strömt sie einsüßes Arorna aus. Mit diesem Köder lockt esandere Pokémon an die es dann an Land zieht.
207821,id-376,,12,由于当气温下降至０度以下时磁力会增强，栖息在雪山上的巨金怪特别有活力。
214529,id-858,34,9,"If you’re too loud around it, y0u risk being tornapart by the daws on its tentacle. This Pokémonis also known as the Forest Witch."
203365,id-11,34,5,"Bien que son corps soit entouré d’une carapacesolide, l’intérieur est si mou qu’il je résisteraitpas à un3 attaque violente."
210049,id-568,34,9,This Pokémon was born from a bag stufded withtrash. Galarian Weezing reoish the fumes belchedby Trubbish.
219423,rec-616-dup-0,34,3,전기 에너지에 반응하는 신비한체질을 지녔다. 딱정곤과 함께있으면 무슨 이유인지 진화한다.
223789,id-286,,11,短い　腕は　パンチを　出すときグーンと　伸びる。プロボクサー顔負けの　テクニックを　持つ。
222930,id-23,23,8,Con il tempo 5i fa sempre più lungo. La notte qvvolgeil suo corpo attorno a qualche ramo per dormire.
204893,id-122,,3,커다란 손바닥은 팬터마임을하기 위해 발달했다고생각하는 학자도 많다.
218712,rec-445-dup-0,33,9,
204586,id-106,34,6,Es kann seine Beine nach Belieben ausfahren undeinziehen und s0 auch entfwrnte Gegner treffen.
216719,rec-815-dup-0,33,5,Il drible avec des oierres pour en fairedes ballons enflammés avant de tirersur ses adversaires pour les brûler.
218604,rec-72-dup-0,34,8,Il suo corpo composto quasi interamentedacqua rende molto djfficile individuarlo9uando è in mare.
204536,id-104,33,6,"Denkt Tragosso an seine verstorbene Mutter,so weint es. Sein Schluchzen hallt dabei jn demScgädel auf seinem Kopf klagend wider."
222112,rec-641-dup-1,,1,トルネロスの　しっぽから　ふきだしたエネルギーが　おおあらしを　おこすみんかを　ふきとばす　パワー
212564,id-738,34,4,
210098,id-571,33,8,Tiene m0lto ai suoi simili e protegge la tanae il branco crdando miraggi spaventosi.
205521,id-170,,12,从鳍变化而来的触手之中，分别流通着正电以及负电。
220502,rec-196-dup-0,34,8,Lotta emettendo poteri psichici dalla sferache ha sulla fronte che diventq più scu5aman mano che le sue energie diminuiscono.
214666,id-865,34,6,"Der Lauch dient ihm a1s Waffe und zur Abwehr,aber viele essen ihn auch. Mit den harten Blätternpariert es und kit der scharfen Stange kontert es."
206353,id-241,,3,영양 만점의 우유를 만들어내서옛날부터 사람과 포켓몬의삶을 지탱해왔다.
218028,rec-95-dup-0,,11,大きく　丈夫な　体をくねらせ　よじらせ　時速８０キロで地面を　勢いよく　掘り進む
206414,id-247,,4,被外殼覆蓋，但能自由自在地跳來跳去。兼具硬度與速度，因此破壞力超群。
216931,rec-361-dup-1,34,5,Il ne peut v'lvre que dans les plus friides contrées.Il saccommode parfaitement de températuresatteignant les - 100 °C.
218645,rec-557-dup-0,34,3,집으로 삼기 딱 좋은 돌멩이를발견하지 못하면 하마돈의구멍에 살기도 한다.
215891,rec-746-dup-0,33,11,
218748,rec-458-dup-0,34,1,
222283,rec-456-dup-0,12,9,After long exposure to 5unlightthe patterns om its tail fins shinevividly when darkness arrives.
214472,id-856,,1,あたまの　とっきで　せいぶつのきもちを　かんじとる。　おだやかなものにしか　こころを　ひらかない。
223265,id-162,17,5,La femelle s’enroule autour despetits pour les bercer. Il acculel’ehnemi grâce à sa vitesse.
218870,rec-568-dup-0,33,8,Predilige luoghi insalubri. Sbuca fuori nelle casedove è stata lasciata spazzatura in giro e vi sistabilisce.
216176,rec-240-dup-1,,8,Vive nei pressi dei vulcani. Dopo una faticosagiornata si gode un rilassante bagno nel magma.
206400,id-246,,11,地底　奥深くで　生まれる。まわりの　土を　たいらげると地上に　現われ　サナギになる。
214757,id-870,33,7,"Este Pokémon conwta de cinco subalternos y unlíder, cuyas órdenez obedecen sin rechistar."
208625,id-458,34,5,"Il nage au sein des bancs de Rémoraid.Lorsqu’un prédateur les attaaue, il se batà leurs côtés."
220887,rec-583-dup-0,34,6,Dieses Pokémon ist gutmütig. Es fnert zwarGegner mit kalter Luft von -10o ºC ein raubtihnen aber nie das Leben.
205859,id-197,33,9,"When this Pokémon becomes angry, its poressedrete a poisonous svveat, which it sprays atits opponent’s eyes."
208532,id-451,,1,すなに　からだを　うずめ　じっとえものを　まちつづけている。ヤクデと　そせんが　ちかい。
211993,id-699,,3,화석에서 복원됐다.아마루르가가 울부짖으면 밤하늘에오로라가 나타난다고 한다.
205993,id-213,,3,껍질 속에 열매가 비축되어 있다.공격받지 않도록 바위 밑에틀어박혀 꼼짝하지 않는다.
219468,rec-240-dup-0,34,5,Il vit près des volcams. À la fin de la journéeil se détend fans un bon bain de magma.
213327,id-782,34,7,"Se comunica con sus congéneres mediante lossonid0s que produce al golpdar sus escamas,duras como el acero."
219271,rec-34-dup-1,34,6,
224854,id-648,,5,Sa voix si particulière lui permet dechantwr des mélodies qui ensorcellentles gens et modifient leurs émotions.
217156,rec-208-dup-0,,11,土と　一緒に　飲みこんだ鉄分が　溜まっていって　体が変化したとも　考えられる
214256,id-845,33,6,
209259,id-526,,9,"This hardy Pokémon can often be found onconstruction sites and in mines, workingalongside people and Copperajah."
224248,id-400,12,9,It makes its nest by damm:ngstreams with bark and mud. It i5known as an industrious worker.
209250,id-525,,11,音で　まわりの　様子を　探る。怒らせると　体の　向きを変えないまま　追ってくる。
225255,id-794,27,5,Personne ne sait si cette Ultra-Chimère venued’un autre monde monrre ses muscles pour êtreadmirée ou pour intimider ceux qu’elle rencontre.
225254,id-794,27,4,
225259,id-794,,9,"This Ultra Beast appeared from another world.It shows off its body, but whether that displayis a boast or a threat remains unclear."
208920,id-475,,11,武人と　呼ばれる　ポケモン。なにかを　守るためで　なければ肘の　刀は　使わない。
203153,id-1,33,3,
205057,id-130,33,7,Es exageradarnente agresivo. El Hiperrayo quelanza por la boca reduce a cenizas todo lo quwencuentra.
217872,rec-771-dup-0,33,8,Vive vicino alle spiagge in acque calde e pocoprofoncle. Quando si imbatte im un nemico loattacca espellendo gli organi interni dalla bocca.
208250,id-435,,11,尻尾の　先から　飛ばす　汁のにおいは　強烈。　地面に穴を　掘って　巣穴を　つくる。
213500,id-807,33,11,
221269,rec-169-dup-1,34,12,
217330,rec-579-dup-0,33,7,Prefiere derribar a los rivales haxiendo girar susfuertes brazos antes que valerse de sus poderesextrasensoriales.
206839,id-295,,9,"In the past, people would use the loud voices ofthese Pokémon as a means 0f communicationbetween distant cities."
221770,rec-395-dup-0,,9,It avoids unnecessary disputesbut it will decinate anything thatthreatens its pride.
206983,id-309,,3,정전기를 털에 모은다.공기가 건조한 계절에는전신에서 스파크를 뿌린다.
203992,id-61,33,1,
203208,id-3,,8,Il suo fiore emana una fragranza inebriantecapace di placa5e l’animo di chi è impegnatonella lotta.
221777,rec-249-dup-0,23,6,Es schläft in einem Tiefseegraben. Schwingt es5eins Flügel entsteht ein Sturm der 40 Tage dauert.
214516,id-858,33,6,"Die starken Psycho-Kräfte, die es ausstrahlt,ruf4n Kopfschmerzen hrrvor. So hält es andereLebewesen von sich fern."
223609,id-250,23,11,
220674,rec-867-dup-0,,3,그림자 같은 몸을 만지면 안 된다.그림에 새겨진 무서운 기억을보게 되기 때문이다.
208179,id-427,,9,"If both of Buneary’s ears are rolled up, somethingis wrong with it5 body or mind. It’s a sure sign thePokémon is in need of care."
214196,id-842,33,6,Nach dem Verzehr eines süßen Apfels hat es sichentwickelt. E5 verströmt einen süßen Duft undlockt damit sein Futter an: Käfer-Pokémon.
224128,id-384,7,9,"RAYQUAZA lived for hundreds of millionsof years in the earth’s ozone layer, never cescending to the ground.This POKéMON appears to feed on waterand particles in the atmosphere."
224923,id-656,23,8,Dal petto e dalla schiena secerne una schiumache gli permette di attvtire i danmi causati dagliattacchi nemici.
208669,id-460,,9,This Pokémon is known to bring blizzards.A shake of its ma5sive body is enough tocause whiteout conditions.
214816,id-873,33,6,"Seine Flügel sind -180 ºC kalt. Während es überFelder und Berge fliegt, verstreut es m:t Kälteversetzten Flügelstaub, der wie Schnee aussieht."
213917,id-828,33,7,"Marca a su presa sin ser advertido. Sigue el olory, cuanclo el otro Pokémon baja la guardla,aprovecha para robarle."
224433,id-456,,3,몸의 옆쪽에 있는 줄에태양의 빛을 모아둘 수 있다.밤이 되면 아름답게 빛난다.
216569,rec-81-dup-0,33,8,
205985,id-212,34,5,
217341,rec-846-dup-0,33,5,Sa mâchoire fine et ai9uisée fait sa fierté.À peine voit-il ie moindre mouvementquil fonce dans sa direction.
203696,id-40,33,6,"Je mehr Luft es einatmet, desto größer wjrd es.Ist es verärgert, bläst es seinen Körper rnorm aufund schüchtert so seine Gegner ein."
211257,id-637,33,7,Se dice que sus escamas flamígeras pueden tantocausar incendios como amparar a a1uelios quesufren las inclemencias del frío.
216402,rec-442-dup-1,,12,由１０８个灵魂聚在一起变成了宝可梦似乎有性格恶劣的灵魂混在里面
219023,rec-590-dup-0,34,7,Las esporas que expulsa por 1as extremidadessob altamente tóxicas pero si se secan biensirven como remedio estomacal.
209399,id-533,33,9,"It shows off its muscles to Mach0ke and otherGurdurr. If it fails to mea5ure up to the otherPokémon, it lies low for a little while."
211898,id-694,33,8,Distende le pieghe sulla testa per raccogliere laluce solare e produrre energia elettrjca cheusa per sferrare potentl mosse di tipo Elettro.
205901,id-202,,12,讨厌光和冲击。受到攻击时，身体就会膨胀，反击也会因此变强。
220518,rec-134-dup-0,34,6,Seine Zellstriktur ähnelt der molekulsrenZusammensetzung von Wasser weshalb es sichin Gewässern unsichtbar machen kann.
218255,rec-584-dup-0,,1,いかりが　ちょうてんに　たっするとふぶきを　ふきだして　てきもみかたも　こおりづけに　する
213925,id-828,,5,"Grâce à son corps lestw et ses griffes acérées,il va et vient en dérobant Œufs et nourriture.Son ennemi juré est Fulgudog."
217732,rec-507-dup-0,33,9,Herdier is a very smart and friendly Pokémon.So much so tbat theres s theory that Herdier wasthe first Pokémon to partner with people.
215026,id-883,34,6,"Kein Angriff konnte seine Gesichtshaut verletzen,doch es war im sejner Atmung eingeschränkt undstarb daher aus."
210544,id-598,34,4,擁有比鋼鐵還堅硬的尖刺。會利用觸手上的尖刺攀附在岩壁上移動。
211715,id-685,33,5,Il peut diagnostiquer l’état de santé mentale etpbysiquw de quelqu’un rien qu’à l’odorat. Un teldon pourrait avoir des applications en médecine.
218139,rec-621-dup-0,,3,난폭하고 교활하다.다른 포켓몬이 파낸굴을 빼앗아 거처로 삼는다.
207077,id-320,,7,Wailmer se come una tonelada de Wishiwashicada día. Le gusta llamar la atención expulsandochorros de agua manna por su espiráculo.
209843,id-558,,3,두꺼운 발톱이 최고의 무기다.거대코뿌리의 프로텍터조차금이 갈 정도로 딱딱하다.
212697,id-748,33,7,"Para resistir las bajas temperaturas de law aguasde Galar, forma una cúpula con las patas vcalienta el interior con el calor de su cuerpo."
209207,id-521,34,7,
208765,id-465,34,5,"Ses lianes poussent plus rapidement s’io vitsous un climat chaud. Quand elles deviennenttrop longues, il se les coupw."
217273,rec-547-dup-0,,3,솜을 흩뿌리며 장난을 친다.물을 끼얹으면 무거워져서움직일 수 없게 되어 포기한다.
223941,id-325,17,5,
204935,id-124,,5,"Dans une certaine z0ne de Galar, Lippoutouétait craint et vénéré par la population qui l’avaitsurnommé la « reine des glaces »."
213434,id-792,33,4,被稱為邀引月亮之獸。透過將一切的光轉化為能量來維持生命。
210257,id-579,33,7,Prefiere derribar a los rivales hacierido girar susfuertes brazos antes que valerse de sus poderesextrasensoriales.
209302,id-528,34,1,はなの　かたちが　おめでたいとこうふくを　よぶ　シンボルとしてまつる　ちいきも　あるという。
205495,id-169,33,5,Ses pattes sont devenues des ailes.Il fond sur sa pfoir furtivement puisplante ses crocs dans sa nuque.
221535,rec-345-dup-0,34,9,Lileep clings to rocks on the seabed. When preycomes close this Pokémln entangles it witbpetallike tentacles.
209473,id-537,33,3,
220158,rec-37-dup-1,33,4,雖然還是孩子但s已擁有美麗的６根尾巴長大c後尾巴會變得更多
207801,id-375,,12,２只铁哑铃因磁力结合起来了。因为有了２个大脑，精神力量也强化到了２倍。
222801,rec-88-dup-1,,5,Vivant dans des tas dordvres il se nourrit desdéchets polluants rejetés par les usines.
208352,id-442,,1,１０８この　たましいが　あつまりポケモンになったが　しょうわるのたましいが　まじってしまったらしい。
222942,id-24,29,4,
212978,id-762,33,8,Gira su se stesso come in una danza spargendonell’aria un dooce profumo. Chi lo annusa provaun sentimento di felicità.
214738,id-869,33,8,Agli Allenatori di cui si fuda regala bacchedecorate c0n la panna.
210580,id-600,33,11,
218824,rec-534-dup-0,33,7,El hormigón que preparan los Conkeld7rr esmucho más duro y resistente que el ordinaeioaunque la composición sea la misma.
213200,id-773,,11,パートナーとの　強い　絆により秘めた　能力が　覚醒した。自在に　タイプを　変えられる。
215449,rec-647-dup-1,33,7,Aprendió a luchar bajo la tvtela de CobalionTerrakkon y Virizion. Ahora recorre el mundoperfeccionando su destreza.
214108,id-837,34,8,
203660,id-38,,11,しっぽの　１本　１本に神通力が　込められている。１０００年　生きると　言われる。
206021,id-214,33,12,用２只触角来感知气味，以此在整片森林中寻找自己超爱的甘甜树汁。
221182,rec-662-dup-0,33,7,
212964,id-761,,4,受到襲擊時流下的汗水非常甜美可口。那種香氣會吸引更多敵人的注意。
224681,id-511,,7,Comparte las hojas de su cabeza con Pokémonagotados. Posee la facultad de aliviar el cansanfio.
217749,rec-507-dup-0,34,9,The black fu4 that covers thjs Pokémons bodyis dense and springy. Even sharp fangs bounceright off.
207005,id-310,,5,Ce Pokémon évite de se m0ntrer aux humains.On raconte qu’il fait son nid aux endroitsoù la foudre s’est abattue.
210581,id-600,,12,如果认真起来，大齿轮外圈的齿轮会和小齿轮完全接合。此时转速将会大幅提升。
222624,rec-152-dup-0,25,6,Im Kampf wedelt Endivie mit seinem Blatt um den Feindfernzuhalten. Von dem Blatt geht auch ein süß|icher Duft ausder die kämpfenden Pokémon beruhigt und eine gemütlichefreundliche Atmosphäre schafft.
221076,rec-372-dup-0,,4,忍耐飢餓不吃任何食物據說當牠用盡了儲的能量後就會開始進化
220608,rec-118-dup-1,,3,등 가슴 꼬리지느러미가우아하게 나부끼기 때문에물의 무희라고 불린다.
207963,id-405,,3,투시는 전기 에너지를 매우 많이소모하기 때문에 오랜 시간수면을 취해서 에너지를 비축한다.
221239,rec-468-dup-0,33,6,Es zeigt sich nie an Orten wo Streit undZwietracbt herrschen. In letzter Zeit wird e5kaum noch gesehen.
205531,id-170,34,12,
204979,id-126,,9,Magmar dispatches its prey with fire. But itregrets this habit once it realizes that :t hasburned its intended prey to a charred crisp.
210571,id-599,,12,据说在很久以前，是看到了齿轮儿的人发明了齿轮的构造。
219938,rec-416-dup-0,33,4,自由自在地指揮孩子們與敵人戰孩子們會為了女王而拼上性命
224277,id-408,23,7,Fue recreado a partir de un fósil con formz eaférica.Derriba a las presas a cabezazos.
222227,rec-481-dup-0,24,6,Es schläft auf dem Grund eines Sees. Man sagt seinGeist verlasse deri Körper und flieg4 über den See.
211334,id-643,33,4,
219946,rec-416-dup-0,,7,Combate dirigiendo a sus larvas que obedecena su reina sin techistar y se sacrifican por ella sies necesario.
211048,id-626,34,8,"Vive in mandrie di circa 20 e5emplari.Per quslche motivo, i Bouffalant che tradisconoil gruppo perdono la chioma."
213659,id-815,33,9,
205006,id-127,34,6,"Pinsir nimmt Beute mit seinen Hörnern in dieZange, um sie anscbließend entzwe'lzureißenoder mit Wucht fortzuschleudern."
222110,rec-641-dup-1,,3,토네로스의 꼬리에서 뿜어져 나온에너지가 큰 폭풍을 일으킨다.민가를 날려버릴 정도의 힘이다.
224683,id-511,,11,元気の　ない　ポケモンに頭の　葉っぱを　分け与える。疲れを　取る　効果が　あるのだ。
207658,id-364,,8,Vive su banchi di ghiaccio alla deriva. Ind:viduale prede fiutandone l’odore mentre nuota.
216515,rec-647-dup-0,34,9,They say that Keldeo must survive harsh battlesand fully develop the horn on its foreheadbefore thi5 Pokémons true power will awaken.
222683,rec-207-dup-0,,11,顔面　めがけて　飛んでくる張りつかれた　獲物が　驚くあいだに　毒針を　刺しこむ
215748,rec-539-dup-1,34,8,Grazie al suo intenso allenamento può infliggeremicidialj colpi di ka5ate capaci di dividere in duele acque delloceano.
222161,rec-88-dup-0,,1,ヘドロが　かたまって　うまれたくさくて　さわることが　できないしとおったあとには　くさも　はえない
216496,rec-888-dup-0,34,6,Man sagt es sei wie ein älteres Geschwisterteilaber aucb wie ein Rivale zu Zamazenta welchesin einen langen Schlaf gefallen war.
203856,id-52,33,6,"Es sammelt mit Vorliebe glänzende Gegenstände.Ist es gut gelaunt, lässt es seinem Trainer einenBlick auf seine Sammlunv werfen."
212369,id-723,34,9,It never slacks when it comes to the task ofcleaning its featbers. Thorough preening keeps itlook'lng spiffy and its blade quills nice and sharp.
208212,id-434,,1,おしりから　あいての　かお　めがけてものすごく　くさい　しるを　とばす。しるは　５メートルさきまで　とどく。
203995,id-61,33,5,Il suffit de fixer la spirale sur son ventre pours’assoupir. On se sert parfois cle lui à la placed’une berceuse p0ur endormir les enfants.
214030,id-833,34,11,
218155,rec-626-dup-0,,4,會組成約２０隻的群體一起生活不知為何背叛了群體的爆炸8頭水牛頭上的毛會脫落
215489,rec-824-dup-1,33,6,Sensect ist ein schlaues Pokémoj da es immerfleißig Informationen sammelt. Seine Stärke lässtjecloch zu wünschen übrig.
225075,id-719,23,11,メレシーの　突然変異。ピンク色に　輝く　体は世界一　美しいと　言われる。
221638,rec-295-dup-0,33,4,以前的人曾利用爆音怪的大吼聲作y為與遙遠城t鎮彼此聯絡的方法
209995,id-566,33,5,"Les recherches ont montré que ce Pokémonrestauré à partir d’un fo5sile ne pouvait pasvoler, mais qu’i1 était très doué en saut."
209459,id-536,33,9,"It weakens its prey with sound waves interiseenough to cause headachez, then entanglesthem with its sticky tongue."
204125,id-67,34,5,Son corps robuste ne se fatifue jamais.Il n’hésite pas à aider les gen5 lorsqu’il s’agitde soulever des objets très lourds.
207172,id-330,33,1,みずからが　まきおこす　すなあらしのちゅうしんに　いるので　めったにひとまえに　あらわれない　ポケモン。
212344,id-722,,4,白天利用光合作用積蓄力量，到了晚上則會悄無聲息地在空中飛翔，尋找獵物。
214479,id-856,,9,"Via the protrusion on its head, it senses othercreatvres’ emotions. If you don’t have a calmdisposition, it will never warm up to you."
220947,rec-29-dup-0,34,1,
210724,id-610,34,4,
215351,rec-82-dup-0,,6,Es entsteht durch den Zusammenschlyss dreierMagnetilo und sendet starke Radiowellen ausum seine Umgebung zu untersuchen.
204262,id-80,34,1,
211111,id-629,,12,由于很快就会长大，屁股上的骸骨会接着传给巢里更小的秃鹰丫头用。
215231,id-893,,12,长在身上的藤蔓断掉之后会变成土壤的养分，帮助森林中的植物成长。
218348,rec-872-dup-0,,11,地面に　積もった　雪を　食べるたくさん　食べれば　食べるほど背中の　棘は　立派に　育つ
218424,rec-831-dup-1,34,8,Se gli cresce troppo il pelo non riesce più amuoversi. Il tessuto fatto con la sua laria èxorprendentemente resistente.
203737,id-42,33,7,Le encanta chuparles la sangre a kos seres vivos.En ocasi0nes comparte la preciada colecta conotros congéneres hambrientos.
208014,id-415,,4,３隻一直都在一起，但每一隻對花蜜的喜好卻略有不同。
210481,id-595,33,12,
216748,rec-169-dup-0,33,7,Sus pa6as se han convertido en alas. Se lanzasobre su presa en un vuelo silencioso a altafelocidad y le clava los colmillos en la nuca.
209968,id-564,,8,Si ritiene sia l’antenato di molti Pokémon condarapace. È stato rigenerato da un fossile.
224799,id-594,,3,넓은 바다를 떠돌아다니며 산다.상처 입은 포켓몬을 발견하면안고서 물가까지 옮긴다.
213821,id-823,33,12,
218761,rec-773-dup-0,33,4,與夥伴間深厚的牽絆讓蘊藏在自己體內的力量覺醒可以隨意改變屬性
218377,rec-274-dup-0,33,4,棲息在森林深處會用頭上w的子做成笛子吹出令人感到不安的音色
204721,id-113,33,12,蛋不仅营养满分，还十分美味。被当做高级食材使用。
224521,id-485,,7,Habita cuevas volcánicas. Cava con sus pies en formade cruz para trepar p0r techos y paredes.
221904,rec-721-dup-0,23,5,Il est capable de générer un nuage cle vapeur pourse cachrr. Il vit dans des montagnes inhabitées.
215808,rec-886-dup-0,34,8,Se non ha un Dreepy sulla testa di cui prendersicura non rjesce a stare tranqu:llo e cercadi sostituirlo con altri Pokémon.
214944,id-879,,4,群居的寶可夢。鼻子的握力十分強勁，甚至能把大石頭弄得粉碎。
217648,rec-435-dup-0,34,6,Die Flüssigkeit die es aus seinem Scbweif sprühthat einen sehr starken Geruch. Es errichtet seunenBau indem es Löcher in den Boden gräbt.
206210,id-227,,11,抜け落ちた　羽根から　剣が作られることから　紋章の図案として　人気が　高い。
